strategy,episode_count,mean_reachability_rate,mean_planning_time_sec_total,mean_execution_ik_time_sec_total,mean_execution_motion_planning_time_sec_total,mean_trajectory_execution_time_sec_total,mean_sensor_settle_wait_time_sec_total,mean_episode_wall_time_sec,mean_replan_after_execution_failure_count,mean_candidate_collision_rejection_rate,candidate_collision_metric_episode_count,mean_motion_cost_total,mean_successful_observation_rate
coverage_nbv,15,0.7527777777777778,0.19540585373082042,0.1215608805330703,0.19947062033461407,101.75931136860115,0.0,102.41320409866603,2.0,0.0,15,0.0,0.0
fixed_view,15,0.7583333333333333,0.18794605526685093,0.13415043033310212,0.19988952846761093,100.51296979833326,0.0,101.15259136140085,2.0,0.0,15,0.0,0.0
random_reachable,15,0.7444444444444444,0.1754766016669843,0.1279950299334208,0.21998415966760757,90.09271099893279,0.0,90.74893638573364,2.0,0.0,15,0.0,0.0
