scene_id,random_seed,strategy,source_candidate_count,reachable_count,reachability_rate,attempt_count,successful_observation_count,successful_observation_rate,planning_time_sec_total,execution_ik_time_sec_total,execution_motion_planning_time_sec_total,trajectory_execution_time_sec_total,sensor_settle_wait_time_sec_total,episode_wall_time_sec,replan_after_execution_failure_count,candidate_collision_rejection_count,candidate_collision_rejection_rate,candidate_collision_metric_scope,motion_cost_total,failure_codes,termination_reason
occlusion_medium,21,coverage_nbv,24,18,0.75,3,0,0.0,0.14827265799976885,0.09117692500876728,0.200340638992202,81.69918079600029,0.0,82.30905326599895,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_medium,21,fixed_view,24,20,0.8333333333333334,3,0,0.0,0.24795584699313622,0.11855012199521298,0.19938470300257904,73.34971677100111,0.0,73.98660604399629,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_medium,21,random_reachable,24,16,0.6666666666666666,3,0,0.0,0.19846450900513446,0.12069305300246924,0.19940207099716645,103.74948599900381,0.0,104.3664577410018,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,17,coverage_nbv,24,18,0.75,3,0,0.0,0.24863065999670653,0.1126937720036949,0.20288406799954828,182.84876323300705,0.0,183.69594260599843,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|EXECUTION_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,17,fixed_view,24,19,0.7916666666666666,3,0,0.0,0.1963960929933819,0.13952078400325263,0.15310349800711265,171.04887189599685,0.0,171.74954477100255,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|EXECUTION_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,17,random_reachable,24,16,0.6666666666666666,3,0,0.0,0.14853792699432233,0.09943832900171401,0.2490645760044572,91.94927162999375,0.0,92.69031070899655,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,18,coverage_nbv,24,17,0.7083333333333334,3,0,0.0,0.19906420599727426,0.14586687199334847,0.2008194890076993,164.39918549499998,0.0,165.096674815999,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|EXECUTION_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,18,fixed_view,24,16,0.6666666666666666,3,0,0.0,0.1486597319963039,0.1327952799911145,0.19946751301176846,98.4996109499989,0.0,99.14159015999758,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,18,random_reachable,24,22,0.9166666666666666,3,0,0.0,0.14910190800583223,0.1266117789928103,0.20203620900429087,168.49981349400332,0.0,169.18016940400412,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|RESULT_TIMEOUT,MAX_FAILED_ATTEMPTS
occlusion_severe,19,coverage_nbv,24,19,0.7916666666666666,3,0,0.0,0.14807669499714393,0.10729720099334372,0.1990634819958359,68.59868521399767,0.0,69.2085255580023,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,19,fixed_view,24,19,0.7916666666666666,3,0,0.0,0.147883895006089,0.10714920500322478,0.30011625100451056,109.94967800800077,0.0,110.64452107100078,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,19,random_reachable,24,19,0.7916666666666666,3,0,0.0,0.14877980799792567,0.13027582200447796,0.34990992099483265,44.6996482770046,0.0,45.47590332099935,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|PLANNING_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,20,coverage_nbv,24,16,0.6666666666666666,3,0,0.0,0.24798179500066908,0.13064659499650588,0.29904954999801703,199.59881440399477,0.0,200.4318929220026,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|EXECUTION_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,20,fixed_view,24,18,0.75,3,0,0.0,0.14862910499505233,0.1283894610023708,0.1987909599993145,67.24961540799995,0.0,67.81079543899978,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|PLANNING_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,20,random_reachable,24,17,0.7083333333333334,3,0,0.0,0.29866741500154603,0.11686903399822768,0.1486887540013413,48.84962090899353,0.0,49.35348931099725,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|PLANNING_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,21,coverage_nbv,24,21,0.875,3,0,0.0,0.14842691700323485,0.11746951299573993,0.14937039900542004,86.09944642699702,0.0,86.69433638999908,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|EXECUTION_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,21,fixed_view,24,19,0.7916666666666666,3,0,0.0,0.1976305880016298,0.1267076169970096,0.20000376199459424,90.64918208999734,0.0,91.27450916499947,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
occlusion_severe,21,random_reachable,24,16,0.6666666666666666,3,0,0.0,0.14876063999690814,0.1468762699951185,0.19950611099920934,63.799073886999395,0.0,64.44029939400207,2,0,0.0,p3_moveit_state_validity,0,EXECUTION_FAILED|EXECUTION_FAILED|PLANNING_FAILED,MAX_FAILED_ATTEMPTS
